#timebase=40000000(ps)
,#voltbase=5000(mv/100)
5.07E-04,0.003
5.08E-04,0.003
5.08E-04,0.002
5.08E-04,0.001
5.08E-04,0.002
5.08E-04,0.002
5.09E-04,0.002
5.09E-04,0.002
5.09E-04,0.002
5.09E-04,0.002
5.09E-04,0.001
5.10E-04,0.001
5.10E-04,0.002
5.10E-04,0.002
5.10E-04,0.002
5.10E-04,0.002
5.11E-04,0.002
5.11E-04,0.002
5.11E-04,0.002
5.11E-04,0.001
5.11E-04,0.001
5.12E-04,0.002
5.12E-04,0.001
5.12E-04,0.002
5.12E-04,0.002
5.12E-04,0.002
5.13E-04,0.003
5.13E-04,0.002
5.13E-04,0.002
5.13E-04,0.001
5.13E-04,0.001
5.14E-04,0.001
5.14E-04,0.001
5.14E-04,0.001
5.14E-04,0.001
5.14E-04,0.001
5.15E-04,0.001
5.15E-04,0.001
5.15E-04,0.001
5.15E-04,0.001
5.15E-04,0.000
5.16E-04,0.000
5.16E-04,0.000
5.16E-04,0.000
5.16E-04,-0.001
5.16E-04,-0.001
5.17E-04,0.001
5.17E-04,0.000
5.17E-04,0.000
5.17E-04,0.000
5.17E-04,0.000
5.18E-04,0.000
5.18E-04,0.000
5.18E-04,0.000
5.18E-04,0.000
5.18E-04,0.000
5.19E-04,0.001
5.19E-04,0.000
5.19E-04,0.001
5.19E-04,-0.001
5.19E-04,0.000
5.20E-04,-0.000
5.20E-04,0.001
5.20E-04,0.001
5.20E-04,0.001
5.20E-04,0.001
5.21E-04,0.001
5.21E-04,0.001
5.21E-04,0.001
5.21E-04,0.002
5.21E-04,0.001
5.22E-04,0.002
5.22E-04,0.001
5.22E-04,0.001
5.22E-04,0.001
5.22E-04,0.001
5.23E-04,0.001
5.23E-04,0.001
5.23E-04,0.002
5.23E-04,0.001
5.23E-04,0.002
5.24E-04,0.002
5.24E-04,0.001
5.24E-04,0.002
5.24E-04,0.002
5.24E-04,0.002
5.25E-04,0.002
5.25E-04,0.003
5.25E-04,0.002
5.25E-04,0.003
5.25E-04,0.003
5.26E-04,0.004
5.26E-04,0.003
5.26E-04,0.003
5.26E-04,0.003
5.26E-04,0.004
5.27E-04,0.004
5.27E-04,0.004
5.27E-04,0.004
5.27E-04,0.004
5.27E-04,0.003
5.28E-04,0.003
5.28E-04,0.003
5.28E-04,0.003
5.28E-04,0.003
5.28E-04,0.003
5.29E-04,0.004
5.29E-04,0.004
5.29E-04,0.003
5.29E-04,0.003
5.29E-04,0.003
5.30E-04,0.003
5.30E-04,0.004
5.30E-04,0.003
5.30E-04,0.004
5.30E-04,0.004
5.31E-04,0.004
5.31E-04,0.004
5.31E-04,0.005
5.31E-04,0.004
5.31E-04,0.004
5.32E-04,0.005
5.32E-04,0.004
5.32E-04,0.004
5.32E-04,0.005
5.32E-04,0.004
5.33E-04,0.004
5.33E-04,0.004
5.33E-04,0.004
5.33E-04,0.004
5.33E-04,0.004
5.34E-04,0.003
5.34E-04,0.003
5.34E-04,0.003
5.34E-04,0.004
5.34E-04,0.003
5.35E-04,0.002
5.35E-04,0.003
5.35E-04,0.003
5.35E-04,0.003
5.35E-04,0.004
5.36E-04,0.004
5.36E-04,0.003
5.36E-04,0.003
5.36E-04,0.003
5.36E-04,0.003
5.37E-04,0.001
5.37E-04,0.004
5.37E-04,0.004
5.37E-04,0.003
5.37E-04,0.003
5.38E-04,0.004
5.38E-04,0.003
5.38E-04,0.003
5.38E-04,0.003
5.38E-04,0.003
5.39E-04,0.004
5.39E-04,0.005
5.39E-04,0.004
5.39E-04,0.004
5.39E-04,0.004
5.40E-04,0.004
5.40E-04,0.005
5.40E-04,0.004
5.40E-04,0.004
5.40E-04,0.004
5.41E-04,0.004
5.41E-04,0.005
5.41E-04,0.005
5.41E-04,0.005
5.41E-04,0.004
5.42E-04,0.005
5.42E-04,0.004
5.42E-04,0.004
5.42E-04,0.004
5.42E-04,0.005
5.43E-04,0.005
5.43E-04,0.005
5.43E-04,0.005
5.43E-04,0.005
5.43E-04,0.005
5.44E-04,0.006
5.44E-04,0.005
5.44E-04,0.006
5.44E-04,0.005
5.44E-04,0.005
5.45E-04,0.005
5.45E-04,0.006
5.45E-04,0.007
5.45E-04,0.005
5.45E-04,0.007
5.46E-04,0.007
5.46E-04,0.006
5.46E-04,0.007
5.46E-04,0.006
5.46E-04,0.006
5.47E-04,0.006
5.47E-04,0.007
5.47E-04,0.007
5.47E-04,0.007
5.47E-04,0.006
5.48E-04,0.007
5.48E-04,0.006
5.48E-04,0.006
5.48E-04,0.007
5.48E-04,0.006
5.49E-04,0.006
5.49E-04,0.006
5.49E-04,0.006
5.49E-04,0.006
5.49E-04,0.006
5.50E-04,0.007
5.50E-04,0.007
5.50E-04,0.007
5.50E-04,0.007
5.50E-04,0.005
5.51E-04,0.007
5.51E-04,0.007
5.51E-04,0.007
5.51E-04,0.007
5.51E-04,0.007
5.52E-04,0.006
5.52E-04,0.007
5.52E-04,0.007
5.52E-04,0.006
5.52E-04,0.007
5.53E-04,0.007
5.53E-04,0.006
5.53E-04,0.007
5.53E-04,0.006
5.53E-04,0.007
5.54E-04,0.006
5.54E-04,0.007
5.54E-04,0.005
5.54E-04,0.006
5.54E-04,0.006
5.55E-04,0.004
5.55E-04,0.005
5.55E-04,0.006
5.55E-04,0.006
5.55E-04,0.006
5.56E-04,0.006
5.56E-04,0.006
5.56E-04,0.006
5.56E-04,0.006
5.56E-04,0.006
5.57E-04,0.007
5.57E-04,0.007
5.57E-04,0.006
5.57E-04,0.006
5.57E-04,0.006
5.58E-04,0.006
5.58E-04,0.006
5.58E-04,0.006
5.58E-04,0.006
5.58E-04,0.006
5.59E-04,0.006
5.59E-04,0.006
5.59E-04,0.006
5.59E-04,0.007
5.59E-04,0.007
5.60E-04,0.006
5.60E-04,0.007
5.60E-04,0.006
5.60E-04,0.007
5.60E-04,0.007
5.61E-04,0.007
5.61E-04,0.007
5.61E-04,0.008
5.61E-04,0.007
5.61E-04,0.007
5.62E-04,0.007
5.62E-04,0.007
5.62E-04,0.007
5.62E-04,0.007
5.62E-04,0.007
5.63E-04,0.007
5.63E-04,0.007
5.63E-04,0.007
5.63E-04,0.008
5.63E-04,0.008
5.64E-04,0.008
5.64E-04,0.008
5.64E-04,0.008
5.64E-04,0.009
5.64E-04,0.008
5.65E-04,0.009
5.65E-04,0.009
5.65E-04,0.009
5.65E-04,0.009
5.65E-04,0.009
5.66E-04,0.009
5.66E-04,0.009
5.66E-04,0.008
5.66E-04,0.009
5.66E-04,0.009
5.67E-04,0.009
5.67E-04,0.008
5.67E-04,0.007
5.67E-04,0.007
5.67E-04,0.007
5.68E-04,0.009
5.68E-04,0.009
5.68E-04,0.008
5.68E-04,0.009
5.68E-04,0.008
5.69E-04,0.009
5.69E-04,0.009
5.69E-04,0.007
5.69E-04,0.008
5.69E-04,0.008
5.70E-04,0.009
5.70E-04,0.008
5.70E-04,0.009
5.70E-04,0.009
5.70E-04,0.009
5.71E-04,0.009
5.71E-04,0.009
5.71E-04,0.011
5.71E-04,0.009
5.71E-04,0.009
5.72E-04,0.009
5.72E-04,0.009
5.72E-04,0.009
5.72E-04,0.009
5.72E-04,0.009
5.73E-04,0.009
5.73E-04,0.008
5.73E-04,0.009
5.73E-04,0.008
5.73E-04,0.009
5.74E-04,0.008
5.74E-04,0.008
5.74E-04,0.007
5.74E-04,0.008
5.74E-04,0.008
5.75E-04,0.008
5.75E-04,0.008
5.75E-04,0.008
5.75E-04,0.009
5.75E-04,0.008
5.76E-04,0.008
5.76E-04,0.007
5.76E-04,0.007
5.76E-04,0.008
5.76E-04,0.008
5.77E-04,0.007
5.77E-04,0.008
5.77E-04,0.008
5.77E-04,0.008
5.77E-04,0.008
5.78E-04,0.008
5.78E-04,0.008
5.78E-04,0.008
5.78E-04,0.009
5.78E-04,0.009
5.79E-04,0.008
5.79E-04,0.008
5.79E-04,0.008
5.79E-04,0.008
5.79E-04,0.008
5.80E-04,0.008
5.80E-04,0.008
5.80E-04,0.008
5.80E-04,0.007
5.80E-04,0.009
5.81E-04,0.008
5.81E-04,0.008
5.81E-04,0.008
5.81E-04,0.009
5.81E-04,0.008
5.82E-04,0.009
5.82E-04,0.008
5.82E-04,0.009
5.82E-04,0.009
5.82E-04,0.009
5.83E-04,0.009
5.83E-04,0.009
5.83E-04,0.009
5.83E-04,0.009
5.83E-04,0.009
5.84E-04,0.009
5.84E-04,0.010
5.84E-04,0.010
5.84E-04,0.010
5.84E-04,0.010
5.85E-04,0.010
5.85E-04,0.010
5.85E-04,0.010
5.85E-04,0.010
5.85E-04,0.011
5.86E-04,0.010
5.86E-04,0.010
5.86E-04,0.010
5.86E-04,0.010
5.86E-04,0.010
5.87E-04,0.010
5.87E-04,0.009
5.87E-04,0.010
5.87E-04,0.010
5.87E-04,0.009
5.88E-04,0.010
5.88E-04,0.010
5.88E-04,0.010
5.88E-04,0.010
5.88E-04,0.010
5.89E-04,0.010
5.89E-04,0.010
5.89E-04,0.010
5.89E-04,0.010
5.89E-04,0.009
5.90E-04,0.010
5.90E-04,0.010
5.90E-04,0.010
5.90E-04,0.010
5.90E-04,0.011
5.91E-04,0.010
5.91E-04,0.010
5.91E-04,0.010
5.91E-04,0.010
5.91E-04,0.010
5.92E-04,0.010
5.92E-04,0.010
5.92E-04,0.010
5.92E-04,0.009
5.92E-04,0.010
5.93E-04,0.010
5.93E-04,0.009
5.93E-04,0.009
5.93E-04,0.009
5.93E-04,0.009
5.94E-04,0.008
5.94E-04,0.009
5.94E-04,0.009
5.94E-04,0.008
5.94E-04,0.009
5.95E-04,0.008
5.95E-04,0.008
5.95E-04,0.009
5.95E-04,0.009
5.95E-04,0.009
5.96E-04,0.009
5.96E-04,0.008
5.96E-04,0.008
5.96E-04,0.009
5.96E-04,0.008
5.97E-04,0.008
5.97E-04,0.008
5.97E-04,0.008
5.97E-04,0.009
5.97E-04,0.009
5.98E-04,0.009
5.98E-04,0.009
5.98E-04,0.009
5.98E-04,0.009
5.98E-04,0.009
5.99E-04,0.010
5.99E-04,0.009
5.99E-04,0.010
5.99E-04,0.009
5.99E-04,0.010
6.00E-04,0.009
6.00E-04,0.009
6.00E-04,0.009
6.00E-04,0.010
6.00E-04,0.009
6.01E-04,0.010
6.01E-04,0.010
6.01E-04,0.009
6.01E-04,0.010
6.01E-04,0.009
6.02E-04,0.010
6.02E-04,0.009
6.02E-04,0.011
6.02E-04,0.010
6.02E-04,0.010
6.03E-04,0.010
6.03E-04,0.010
6.03E-04,0.011
6.03E-04,0.010
6.03E-04,0.011
6.04E-04,0.011
6.04E-04,0.011
6.04E-04,0.011
6.04E-04,0.010
6.04E-04,0.010
6.05E-04,0.010
6.05E-04,0.011
6.05E-04,0.012
6.05E-04,0.011
6.05E-04,0.011
6.06E-04,0.011
6.06E-04,0.010
6.06E-04,0.011
6.06E-04,0.011
6.06E-04,0.011
6.07E-04,0.011
6.07E-04,0.010
6.07E-04,0.011
6.07E-04,0.011
6.07E-04,0.010
6.08E-04,0.011
6.08E-04,0.011
6.08E-04,0.010
6.08E-04,0.011
6.08E-04,0.011
6.09E-04,0.011
6.09E-04,0.010
6.09E-04,0.011
6.09E-04,0.011
6.09E-04,0.011
6.10E-04,0.011
6.10E-04,0.011
6.10E-04,0.011
6.10E-04,0.010
6.10E-04,0.011
6.11E-04,0.010
6.11E-04,0.011
6.11E-04,0.011
6.11E-04,0.011
6.11E-04,0.010
6.12E-04,0.011
6.12E-04,0.010
6.12E-04,0.011
6.12E-04,0.010
6.12E-04,0.010
6.13E-04,0.009
6.13E-04,0.008
6.13E-04,0.010
6.13E-04,0.010
6.13E-04,0.009
6.14E-04,0.009
6.14E-04,0.010
6.14E-04,0.009
6.14E-04,0.009
6.14E-04,0.008
6.15E-04,0.009
6.15E-04,0.011
6.15E-04,0.010
6.15E-04,0.009
6.15E-04,0.010
6.16E-04,0.009
6.16E-04,0.011
6.16E-04,0.009
6.16E-04,0.009
6.16E-04,0.009
6.17E-04,0.009
6.17E-04,0.009
6.17E-04,0.009
6.17E-04,0.009
6.17E-04,0.010
6.18E-04,0.009
6.18E-04,0.010
6.18E-04,0.010
6.18E-04,0.010
6.18E-04,0.010
6.19E-04,0.009
6.19E-04,0.009
6.19E-04,0.010
6.19E-04,0.010
6.19E-04,0.009
6.20E-04,0.010
6.20E-04,0.009
6.20E-04,0.010
6.20E-04,0.010
6.20E-04,0.010
6.21E-04,0.010
6.21E-04,0.010
6.21E-04,0.010
6.21E-04,0.011
6.21E-04,0.010
6.22E-04,0.010
6.22E-04,0.011
6.22E-04,0.010
6.22E-04,0.011
6.22E-04,0.011
6.23E-04,0.011
6.23E-04,0.010
6.23E-04,0.011
6.23E-04,0.011
6.23E-04,0.011
6.24E-04,0.011
6.24E-04,0.012
6.24E-04,0.011
6.24E-04,0.011
6.24E-04,0.011
6.25E-04,0.011
6.25E-04,0.011
6.25E-04,0.011
6.25E-04,0.011
6.25E-04,0.011
6.26E-04,0.011
6.26E-04,0.011
6.26E-04,0.011
6.26E-04,0.011
6.26E-04,0.011
6.27E-04,0.011
6.27E-04,0.011
6.27E-04,0.011
6.27E-04,0.011
6.27E-04,0.011
6.28E-04,0.011
6.28E-04,0.011
6.28E-04,0.011
6.28E-04,0.010
6.28E-04,0.010
6.29E-04,0.011
6.29E-04,0.010
6.29E-04,0.010
6.29E-04,0.009
6.29E-04,0.011
6.30E-04,0.010
6.30E-04,0.010
6.30E-04,0.010
6.30E-04,0.009
6.30E-04,0.009
6.31E-04,0.008
6.31E-04,0.008
6.31E-04,0.008
6.31E-04,0.008
6.31E-04,0.006
6.32E-04,0.007
6.32E-04,0.007
6.32E-04,0.007
6.32E-04,0.006
6.32E-04,0.006
6.33E-04,0.006
6.33E-04,0.006
6.33E-04,0.005
6.33E-04,0.005
6.33E-04,0.005
6.34E-04,0.005
6.34E-04,0.005
6.34E-04,0.005
6.34E-04,0.005
6.34E-04,0.004
6.35E-04,0.004
6.35E-04,0.004
6.35E-04,0.004
6.35E-04,0.003
6.35E-04,0.004
6.36E-04,0.004
6.36E-04,0.005
6.36E-04,0.004
6.36E-04,0.004
6.36E-04,0.004
6.37E-04,0.004
6.37E-04,0.003
6.37E-04,0.003
6.37E-04,0.002
6.37E-04,0.003
6.38E-04,0.003
6.38E-04,0.004
6.38E-04,0.004
6.38E-04,0.003
6.38E-04,0.003
6.39E-04,0.003
6.39E-04,0.002
6.39E-04,0.002
6.39E-04,0.003
6.39E-04,0.002
6.40E-04,0.002
6.40E-04,0.003
6.40E-04,0.003
6.40E-04,0.003
6.40E-04,0.003
6.41E-04,0.003
6.41E-04,0.002
6.41E-04,0.002
6.41E-04,0.003
6.41E-04,0.002
6.42E-04,0.003
6.42E-04,0.003
6.42E-04,0.003
6.42E-04,0.003
6.42E-04,0.003
6.43E-04,0.004
6.43E-04,0.004
6.43E-04,0.003
6.43E-04,0.003
6.43E-04,0.004
6.44E-04,0.003
6.44E-04,0.003
6.44E-04,0.003
6.44E-04,0.001
6.44E-04,0.003
6.45E-04,0.003
6.45E-04,0.003
6.45E-04,0.003
6.45E-04,0.003
6.45E-04,0.004
6.46E-04,0.003
6.46E-04,0.002
6.46E-04,0.002
6.46E-04,0.003
6.46E-04,0.003
6.47E-04,0.003
6.47E-04,0.003
6.47E-04,0.002
6.47E-04,0.002
6.47E-04,0.002
6.48E-04,0.002
6.48E-04,0.002
6.48E-04,0.003
6.48E-04,0.003
6.48E-04,0.003
6.49E-04,0.002
6.49E-04,0.003
6.49E-04,0.002
6.49E-04,0.002
6.49E-04,0.004
6.50E-04,0.003
6.50E-04,0.002
6.50E-04,0.003
6.50E-04,0.002
6.50E-04,0.003
6.51E-04,0.003
6.51E-04,0.002
6.51E-04,0.003
6.51E-04,0.002
6.51E-04,0.002
6.52E-04,0.002
6.52E-04,0.001
6.52E-04,0.000
6.52E-04,0.002
6.52E-04,0.001
6.53E-04,0.002
6.53E-04,0.002
6.53E-04,0.001
6.53E-04,0.002
6.53E-04,0.001
6.54E-04,0.002
6.54E-04,0.001
6.54E-04,0.001
6.54E-04,0.001
6.54E-04,0.002
6.55E-04,0.001
6.55E-04,0.002
6.55E-04,0.002
6.55E-04,0.001
6.55E-04,0.002
6.56E-04,0.001
6.56E-04,0.001
6.56E-04,0.001
6.56E-04,0.001
6.56E-04,0.002
6.57E-04,0.002
6.57E-04,0.002
6.57E-04,0.001
6.57E-04,0.002
6.57E-04,0.002
6.58E-04,0.002
6.58E-04,0.001
6.58E-04,0.001
6.58E-04,0.002
6.58E-04,0.002
6.59E-04,0.002
6.59E-04,0.002
6.59E-04,0.002
6.59E-04,0.002
6.59E-04,0.002
6.60E-04,0.002
6.60E-04,0.002
6.60E-04,0.002
6.60E-04,0.002
6.60E-04,0.002
6.61E-04,0.002
6.61E-04,0.002
6.61E-04,0.003
6.61E-04,0.003
6.61E-04,0.003
6.62E-04,0.003
6.62E-04,0.003
6.62E-04,0.004
6.62E-04,0.004
6.62E-04,0.004
6.63E-04,0.004
6.63E-04,0.003
6.63E-04,0.004
6.63E-04,0.004
6.63E-04,0.004
6.64E-04,0.003
6.64E-04,0.005
6.64E-04,0.003
6.64E-04,0.005
6.64E-04,0.004
6.65E-04,0.004
6.65E-04,0.004
6.65E-04,0.004
6.65E-04,0.004
6.65E-04,0.004
6.66E-04,0.004
6.66E-04,0.004
6.66E-04,0.004
6.66E-04,0.004
6.66E-04,0.004
6.67E-04,0.003
6.67E-04,0.004
6.67E-04,0.005
6.67E-04,0.004
6.67E-04,0.005
6.68E-04,0.005
6.68E-04,0.004
6.68E-04,0.005
6.68E-04,0.006
6.68E-04,0.005
6.69E-04,0.004
6.69E-04,0.004
6.69E-04,0.005
6.69E-04,0.005
6.69E-04,0.004
6.70E-04,0.004
6.70E-04,0.003
6.70E-04,0.004
6.70E-04,0.004
6.70E-04,0.005
6.71E-04,0.004
6.71E-04,0.002
6.71E-04,0.004
6.71E-04,0.004
6.71E-04,0.004
6.72E-04,0.004
6.72E-04,0.003
6.72E-04,0.003
6.72E-04,0.003
6.72E-04,0.003
6.73E-04,0.004
6.73E-04,0.004
6.73E-04,0.003
6.73E-04,0.003
6.73E-04,0.004
6.74E-04,0.003
6.74E-04,0.003
6.74E-04,0.003
6.74E-04,0.002
6.74E-04,0.003
6.75E-04,0.003
6.75E-04,0.003
6.75E-04,0.003
6.75E-04,0.003
6.75E-04,0.004
6.76E-04,0.003
6.76E-04,0.003
6.76E-04,0.002
6.76E-04,0.003
6.76E-04,0.003
6.77E-04,0.003
6.77E-04,0.003
6.77E-04,0.002
6.77E-04,0.003
6.77E-04,0.003
6.78E-04,0.002
6.78E-04,0.003
6.78E-04,0.002
6.78E-04,0.002
6.78E-04,0.002
6.79E-04,0.003
6.79E-04,0.003
6.79E-04,0.002
6.79E-04,0.002
6.79E-04,0.002
6.80E-04,0.002
6.80E-04,0.002
6.80E-04,0.002
6.80E-04,0.002
6.80E-04,0.002
6.81E-04,0.002
6.81E-04,0.002
6.81E-04,0.002
6.81E-04,0.002
6.81E-04,0.003
6.82E-04,0.003
6.82E-04,0.004
6.82E-04,0.004
6.82E-04,0.003
6.82E-04,0.003
6.83E-04,0.002
6.83E-04,0.003
6.83E-04,0.003
6.83E-04,0.003
6.83E-04,0.003
6.84E-04,0.003
6.84E-04,0.003
6.84E-04,0.002
6.84E-04,0.002
6.84E-04,0.002
6.85E-04,0.002
6.85E-04,0.002
6.85E-04,0.002
6.85E-04,0.002
6.85E-04,0.003
6.86E-04,0.001
6.86E-04,0.002
6.86E-04,0.002
6.86E-04,0.002
6.86E-04,0.002
6.87E-04,0.002
6.87E-04,0.001
6.87E-04,0.002
6.87E-04,0.003
6.87E-04,0.002
6.88E-04,0.002
6.88E-04,0.002
6.88E-04,0.003
6.88E-04,0.002
6.88E-04,0.002
6.89E-04,0.002
6.89E-04,0.004
6.89E-04,0.003
6.89E-04,0.003
6.89E-04,0.001
6.90E-04,0.003
6.90E-04,0.002
6.90E-04,0.002
6.90E-04,0.002
6.90E-04,0.002
6.91E-04,0.001
6.91E-04,0.001
6.91E-04,0.001
6.91E-04,0.002
6.91E-04,0.001
6.92E-04,0.001
6.92E-04,0.001
6.92E-04,0.001
6.92E-04,0.002
6.92E-04,0.002
6.93E-04,0.002
6.93E-04,0.001
6.93E-04,0.001
6.93E-04,0.001
6.93E-04,0.001
6.94E-04,0.001
6.94E-04,0.001
6.94E-04,0.003
6.94E-04,0.000
6.94E-04,0.000
6.95E-04,0.000
6.95E-04,0.001
6.95E-04,0.000
6.95E-04,0.002
6.95E-04,0.001
6.96E-04,0.002
6.96E-04,0.002
6.96E-04,0.002
6.96E-04,0.002
6.96E-04,0.002
6.97E-04,0.002
6.97E-04,0.002
6.97E-04,0.001
6.97E-04,0.002
6.97E-04,0.002
6.98E-04,0.002
6.98E-04,0.002
6.98E-04,0.002
6.98E-04,0.002
6.98E-04,0.002
6.99E-04,0.002
6.99E-04,0.002
6.99E-04,0.002
6.99E-04,0.002
6.99E-04,0.003
7.00E-04,0.003
7.00E-04,0.002
7.00E-04,0.002
7.00E-04,0.003
7.00E-04,0.003
7.01E-04,0.004
7.01E-04,0.003
7.01E-04,0.004
7.01E-04,0.004
7.01E-04,0.004
7.02E-04,0.005
7.02E-04,0.005
7.02E-04,0.005
7.02E-04,0.005
7.02E-04,0.004
7.03E-04,0.005
7.03E-04,0.004
7.03E-04,0.004
7.03E-04,0.004
7.03E-04,0.003
7.04E-04,0.005
7.04E-04,0.004
7.04E-04,0.004
7.04E-04,0.004
7.04E-04,0.004
7.05E-04,0.004
7.05E-04,0.004
7.05E-04,0.004
7.05E-04,0.005
7.05E-04,0.004
7.06E-04,0.004
7.06E-04,0.005
7.06E-04,0.005
7.06E-04,0.005
7.06E-04,0.005
7.07E-04,0.005
7.07E-04,0.005
7.07E-04,0.004
7.07E-04,0.005
7.07E-04,0.005
7.08E-04,0.005
7.08E-04,0.005
7.08E-04,0.004
7.08E-04,0.004
7.08E-04,0.006
7.09E-04,0.005
7.09E-04,0.006
7.09E-04,0.005
7.09E-04,0.005
7.09E-04,0.005
7.10E-04,0.004
7.10E-04,0.004
7.10E-04,0.004
7.10E-04,0.004
7.10E-04,0.004
7.11E-04,0.004
7.11E-04,0.004
7.11E-04,0.004
7.11E-04,0.003
7.11E-04,0.004
7.12E-04,0.004
7.12E-04,0.004
7.12E-04,0.005
7.12E-04,0.004
7.12E-04,0.004
7.13E-04,0.004
7.13E-04,0.004
7.13E-04,0.004
7.13E-04,0.004
7.13E-04,0.005
7.14E-04,0.005
7.14E-04,0.005
7.14E-04,0.003
7.14E-04,0.005
7.14E-04,0.005
7.15E-04,0.005
7.15E-04,0.005
7.15E-04,0.005
7.15E-04,0.004
7.15E-04,0.004
7.16E-04,0.004
7.16E-04,0.004
7.16E-04,0.005
7.16E-04,0.005
7.16E-04,0.005
7.17E-04,0.005
7.17E-04,0.005
7.17E-04,0.005
7.17E-04,0.006
7.17E-04,0.005
7.18E-04,0.006
7.18E-04,0.005
7.18E-04,0.006
7.18E-04,0.005
7.18E-04,0.005
7.19E-04,0.005
7.19E-04,0.005
7.19E-04,0.006
7.19E-04,0.005
7.19E-04,0.006
7.20E-04,0.005
7.20E-04,0.006
7.20E-04,0.006
7.20E-04,0.006
7.20E-04,0.007
7.21E-04,0.007
7.21E-04,0.006
7.21E-04,0.007
7.21E-04,0.008
7.21E-04,0.007
7.22E-04,0.007
7.22E-04,0.007
7.22E-04,0.006
7.22E-04,0.007
7.22E-04,0.007
7.23E-04,0.007
7.23E-04,0.007
7.23E-04,0.007
7.23E-04,0.007
7.23E-04,0.008
7.24E-04,0.007
7.24E-04,0.007
7.24E-04,0.007
7.24E-04,0.007
7.24E-04,0.008
7.25E-04,0.007
7.25E-04,0.007
7.25E-04,0.007
7.25E-04,0.007
7.25E-04,0.007
7.26E-04,0.007
7.26E-04,0.007
7.26E-04,0.007
7.26E-04,0.007
7.26E-04,0.008
7.27E-04,0.007
7.27E-04,0.007
7.27E-04,0.008
7.27E-04,0.007
7.27E-04,0.008
7.28E-04,0.006
7.28E-04,0.007
7.28E-04,0.007
7.28E-04,0.007
7.28E-04,0.008
7.29E-04,0.008
7.29E-04,0.008
7.29E-04,0.007
7.29E-04,0.007
7.29E-04,0.007
7.30E-04,0.006
7.30E-04,0.007
7.30E-04,0.006
7.30E-04,0.006
7.30E-04,0.006
7.31E-04,0.007
7.31E-04,0.007
7.31E-04,0.006
7.31E-04,0.007
7.31E-04,0.006
7.32E-04,0.006
7.32E-04,0.008
7.32E-04,0.007
7.32E-04,0.007
7.32E-04,0.006
7.33E-04,0.006
7.33E-04,0.007
7.33E-04,0.007
7.33E-04,0.007
7.33E-04,0.007
7.34E-04,0.006
7.34E-04,0.005
7.34E-04,0.006
7.34E-04,0.006
7.34E-04,0.006
7.35E-04,0.007
7.35E-04,0.007
7.35E-04,0.007
7.35E-04,0.007
7.35E-04,0.007
7.36E-04,0.006
7.36E-04,0.006
7.36E-04,0.007
7.36E-04,0.006
7.36E-04,0.006
7.37E-04,0.007
7.37E-04,0.007
7.37E-04,0.007
7.37E-04,0.008
7.37E-04,0.007
7.38E-04,0.007
7.38E-04,0.007
7.38E-04,0.006
7.38E-04,0.006
7.38E-04,0.007
7.39E-04,0.007
7.39E-04,0.007
7.39E-04,0.007
7.39E-04,0.008
7.39E-04,0.007
7.40E-04,0.008
7.40E-04,0.008
7.40E-04,0.008
7.40E-04,0.008
7.40E-04,0.009
7.41E-04,0.009
7.41E-04,0.009
7.41E-04,0.008
7.41E-04,0.010
7.41E-04,0.009
7.42E-04,0.010
7.42E-04,0.009
7.42E-04,0.008
7.42E-04,0.008
7.42E-04,0.009
7.43E-04,0.009
7.43E-04,0.009
7.43E-04,0.009
7.43E-04,0.009
7.43E-04,0.009
7.44E-04,0.009
7.44E-04,0.009
7.44E-04,0.009
7.44E-04,0.008
7.44E-04,0.008
7.45E-04,0.008
7.45E-04,0.008
7.45E-04,0.009
7.45E-04,0.009
7.45E-04,0.009
7.46E-04,0.009
7.46E-04,0.008
7.46E-04,0.009
7.46E-04,0.009
7.46E-04,0.009
7.47E-04,0.007
7.47E-04,0.009
7.47E-04,0.009
7.47E-04,0.010
7.47E-04,0.009
7.48E-04,0.009
7.48E-04,0.009
7.48E-04,0.009
7.48E-04,0.009
7.48E-04,0.009
7.49E-04,0.008
7.49E-04,0.008
7.49E-04,0.009
7.49E-04,0.008
7.49E-04,0.008
7.50E-04,0.008
7.50E-04,0.008
7.50E-04,0.008
7.50E-04,0.007
7.50E-04,0.007
7.51E-04,0.007
7.51E-04,0.007
7.51E-04,0.008
7.51E-04,0.008
7.51E-04,0.008
7.52E-04,0.008
7.52E-04,0.007
7.52E-04,0.008
7.52E-04,0.008
7.52E-04,0.008
7.53E-04,0.008
7.53E-04,0.007
7.53E-04,0.008
7.53E-04,0.008
7.53E-04,0.007
7.54E-04,0.007
7.54E-04,0.008
7.54E-04,0.007
7.54E-04,0.008
7.54E-04,0.008
7.55E-04,0.008
7.55E-04,0.008
7.55E-04,0.009
7.55E-04,0.007
7.55E-04,0.008
7.56E-04,0.008
7.56E-04,0.007
7.56E-04,0.008
7.56E-04,0.007
7.56E-04,0.007
7.57E-04,0.006
7.57E-04,0.006
7.57E-04,0.006
7.57E-04,0.006
7.57E-04,0.005
7.58E-04,0.005
7.58E-04,0.006
7.58E-04,0.005
7.58E-04,0.005
7.58E-04,0.005
7.59E-04,0.005
7.59E-04,0.005
7.59E-04,0.004
7.59E-04,0.005
7.59E-04,0.005
7.60E-04,0.005
7.60E-04,0.006
7.60E-04,0.005
7.60E-04,0.006
7.60E-04,0.005
7.61E-04,0.004
7.61E-04,0.004
7.61E-04,0.005
